time,pwm,distance,angle,control,velocity,target
1703003582076818218,660000,1.4448379278182983,560000,747585.5,1.1132663488388062,False
1703003582173714033,660000,3.103516101837158,560000,747585.5,0.0,False
1703003582271471792,660000,2.507791042327881,560000,747585.5,0.0,False
1703003582373578459,660000,2.507791042327881,560000,747585.5,0.0,False
1703003582473679774,660000,6.949572563171387,560000,747585.5,0.0,False
1703003582578131126,660000,2.00395131111145,560000,747585.5,0.0,False
1703003582673323681,660000,4.028069019317627,560000,747585.5,0.0,False
1703003582780038996,660000,3.0524706840515137,560000,747585.5,0.0,False
1703003582873328755,660000,3.0524706840515137,560000,747585.5,0.0,False
1703003582974778292,660000,5.246129512786865,560000,747585.5,0.0,False
1703003583074297699,660000,5.246129512786865,560000,747585.5,0.0,False
1703003583172850662,660000,5.246129512786865,560000,747585.5,0.0,False
1703003583278287051,660000,5.246129512786865,560000,747585.5,0.0,False
1703003583370358866,660000,5.246129512786865,560000,747585.5,0.0,False
1703003583478251366,660000,5.246129512786865,560000,747585.5,0.0,False
1703003583569624347,660000,22.73527717590332,560000,747585.5,0.0,False
1703003583676100347,770000,22.73527717590332,589105,777585.5,0.0,True
1703003583778107273,760000,5.696568489074707,596442,760000.0,0.1387646347284317,True
1703003583882235403,719783,1.2554984092712402,589802,719783.5625,4.544234752655029,True
1703003583977239477,770000,3.575397253036499,600329,778445.5,3.149573564529419,True
1703003584076426773,719240,1.000867486000061,598902,719240.9375,6.6501922607421875,True
1703003584181758236,715000,0.9849945306777954,605703,715000.0,5.655770778656006,True
1703003584276324273,725599,0.8340412974357605,640220,725599.875,4.846878528594971,True
1703003584374967328,721097,0.5631366968154907,656824,718049.125,4.692336082458496,True
1703003584476750254,715000,0.30725470185279846,680968,715000.0,4.537350177764893,True
1703003584572748773,722739,0.19353480637073517,713502,722739.625,4.229887962341309,True
1703003584679407458,717801,0.046752236783504486,483293,717801.125,3.7342116832733154,True
1703003584772874884,660000,0.08442716300487518,560000,716367.5,2.340677499771118,False
1703003584874851865,660000,0.14051023125648499,560000,716367.5,1.5341625213623047,False
1703003584973473235,731367,0.8692465424537659,673738,731367.5,0.9425598382949829,True
1703003585074020087,744503,0.30471140146255493,642433,744503.875,0.0,True
1703003585178780328,585000,0.4101472496986389,632077,585000.0,1.8541960716247559,True
1703003585274184402,744853,0.4287925362586975,619444,744853.0625,1.9159114360809326,True
1703003585383785587,770000,0.47975629568099976,629951,796040.5,4.490101337432861,True
1703003585478869846,717592,0.49087804555892944,546000,717592.25,5.246732234954834,True
1703003585574629809,717558,0.4734348952770233,543065,717558.8125,4.1310625076293945,True
1703003585671574550,585000,0.45299869775772095,529506,585000.0,4.389869689941406,True
1703003585773772920,722279,0.43982431292533875,521903,722279.875,4.102144241333008,True
1703003585872359161,717303,0.4067780077457428,512822,717303.25,3.9540517330169678,True
1703003585972812846,585000,0.3577032685279846,511951,585000.0,3.954519510269165,True
1703003586078895568,723415,0.4290542006492615,511835,723415.0625,3.7127110958099365,True
1703003586172474772,716964,0.3152770698070526,500476,716964.0,3.712397575378418,True
1703003586278023197,715000,0.30063071846961975,497353,715000.0,4.2664642333984375,True
1703003586372029623,722298,0.2961084246635437,499423,722298.5,3.606119394302368,True
1703003586472426660,740033,0.3042861819267273,491027,740033.0,3.7316505908966064,True
1703003586572655494,585000,0.32108327746391296,480377,585000.0,4.929813385009766,True
1703003586671877901,716777,0.31608667969703674,487699,716777.75,5.589296817779541,True
1703003586782210568,768192,0.3448314964771271,490541,768192.375,5.422103404998779,True
1703003586875230401,715000,0.36537402868270874,501648,716862.3125,5.763605117797852,True
1703003586976564660,722180,0.3503105938434601,527775,722180.75,5.6480937004089355,True
1703003587078415197,744477,0.3533690571784973,550933,744477.3125,5.55581521987915,True
1703003587182939419,732994,0.3735763132572174,569668,732994.3125,5.876712799072266,True
1703003587293180586,748408,0.3907986581325531,587676,748408.625,6.540709972381592,True
1703003587377587530,770000,0.401241660118103,610972,776121.625,6.714700222015381,True
1703003587478898382,730823,0.4138190448284149,641114,730823.5,8.442864418029785,True
1703003587584538178,740877,0.4238367974758148,669755,740877.3125,7.794257164001465,True
1703003587683232215,718534,0.4107605814933777,677453,718534.875,7.6430888175964355,True
1703003587777628382,727842,0.4021412134170532,677672,727842.125,7.5162882804870605,True
1703003587870023234,757737,0.4153401255607605,686116,757737.25,7.355558395385742,True
1703003587974980845,716857,0.46232134103775024,704345,716858.0,8.231590270996094,True
1703003588072477400,742948,0.46995118260383606,722660,742948.1875,7.359737396240234,True
1703003588180840770,770000,0.6094636917114258,730471,779239.5625,8.479903221130371,True
1703003588279639585,717028,0.5434937477111816,735286,717028.0,9.92180347442627,True
1703003588377709104,715000,0.5256171822547913,757395,715000.0,9.130419731140137,True
1703003588477852548,758080,0.5242432951927185,773530,758080.0,8.083829879760742,True
1703003588579709807,722588,0.7106062173843384,790430,722588.9375,8.981724739074707,True
1703003588681742029,715000,0.7286627292633057,791629,715000.0,7.659012794494629,True
1703003588779555344,723822,0.633751630783081,790581,723822.1875,7.653636932373047,True
1703003588885328177,719664,0.630545973777771,797015,719664.0,7.232247829437256,True
1703003588976790103,715000,0.610502302646637,789965,715000.0,6.5718278884887695,True
1703003589078197325,756008,0.6830308437347412,782159,756008.125,6.8415374755859375,True
1703003589176505936,585000,0.6525768637657166,773569,715000.0,6.803822994232178,True
1703003589275280492,585000,0.8887913823127747,756723,585000.0,5.583776473999023,True
1703003589373797973,724187,0.8464633226394653,724813,724188.0,5.732479095458984,True
1703003589475955196,720301,0.6995499134063721,704847,720301.1875,5.338878154754639,True
1703003589578899325,715000,0.643507719039917,687084,715000.0,5.584168910980225,True
1703003589674112029,747366,0.8184626698493958,660289,747366.5625,5.536462306976318,True
1703003589776825992,748294,0.8577077388763428,662699,745142.5,5.912977695465088,True
1703003589877457140,743245,0.7178435325622559,669590,743245.875,6.328557014465332,True
1703003589973266214,770000,0.7345588803291321,658506,780854.125,6.254580974578857,True
1703003590070841899,717679,0.7002859115600586,672178,717679.0625,7.646936416625977,True
1703003590175115528,585000,0.7292678356170654,657435,585000.0,6.819794654846191,True
1703003590275983936,730021,0.7999154925346375,644035,730021.9375,7.671125411987305,True
1703003590376712676,751867,0.7666401863098145,613460,751867.1875,6.6963582038879395,True
1703003590477746769,715000,0.7237478494644165,590293,715000.0,7.200747489929199,True
1703003590572764769,755647,0.7681694626808167,582735,755647.4375,6.808671951293945,True
1703003590671233158,720618,0.7216707468032837,582788,720618.125,7.436029434204102,True
1703003590776243213,585000,0.7194381952285767,564030,585000.0,6.965459823608398,True
1703003590877262121,720624,0.7903802394866943,575248,720624.5,7.4187092781066895,True
1703003590972241750,770000,0.8247922658920288,570748,773549.125,7.207701206207275,True
1703003591072806695,660000,0.7239441275596619,560253,660000.0,8.415435791015625,True
1703003591177757509,754225,0.6911022663116455,540677,754225.625,7.632046222686768,True
1703003591272331176,746556,0.807643473148346,533866,746556.375,8.02521800994873,True
1703003591374880694,585000,0.6780914664268494,528519,585000.0,8.152151107788086,True
1703003591478362620,761155,0.6464762687683105,504437,761155.3125,7.626732349395752,True
1703003591570917342,746765,0.7748506665229797,518555,746765.5,8.089720726013184,True
1703003591673864861,585000,0.8363392353057861,540214,585000.0,8.193464279174805,True
1703003591773033490,752760,0.9400495290756226,540140,752761.0,8.918770790100098,True
1703003591882904213,750486,0.8990135788917542,554302,750486.0625,9.156522750854492,True
1703003591978808601,715000,0.6474248766899109,550535,715000.0,9.090363502502441,True
